Regency/City,Year,Land Area (km2),Population,GDP,Gini,HDI
LOMBOK BARAT,2021,923.06,730360.0,15407346.12,0.389,68.61
LOMBOK TENGAH,2021,1095.03,1049364.0,17686597.23,0.338,66.72
LOMBOK TIMUR,2021,1230.76,1344733.0,21053632.77,0.28,66.66
SUMBAWA,2021,6643.98,515211.0,15011023.46,0.412,68.01
DOMPU,2021,2391.54,239605.0,7339065.88,0.36,68.45
BIMA,2021,3405.63,519859.0,11857261.13,0.381,66.66
SUMBAWA BARAT,2021,1849.02,147736.0,23764531.63,0.397,71.85
LOMBOK UTARA,2021,776.25,250369.0,4715399.02,0.317,64.77
KOTA MATARAM,2021,61.3,433073.0,19696503.08,0.429,79.14
KOTA BIMA,2021,222.25,156838.0,4300753.56,0.413,76.11
SUMBA BARAT,2021,737.42,148252.0,2416823.98,0.346,63.83
SUMBA TIMUR,2021,7000.5,246618.0,6403409.51,0.346,65.74
KUPANG,2021,5434.76,372101.0,7986115.34,0.346,64.41
TIMOR TENGAH SELATAN,2021,3947.0,457406.0,8243252.17,0.346,62.16
TIMOR TENGAH UTARA,2021,2669.7,262698.0,4222698.47,0.346,63.69
BELU,2021,1284.97,220764.0,4699016.88,0.346,62.77
ALOR,2021,2864.6,213994.0,3166850.46,0.346,61.37
LEMBATA,2021,1266.0,137631.0,1912757.0,0.346,64.75
FLORES TIMUR,2021,1813.2,281001.0,5380269.41,0.346,64.22
SIKKA,2021,1731.9,324252.0,5317677.89,0.346,65.41
ENDE,2021,2046.5,272078.0,6314656.6,0.346,67.3
NGADA,2021,1645.88,167396.0,3578328.53,0.346,67.88
MANGGARAI,2021,2096.44,315041.0,4762395.77,0.346,65.01
ROTE NDAO,2021,1280.0,145972.0,3279565.33,0.346,62.6
MANGGARAI BARAT,2021,2397.03,259566.0,3611635.58,0.346,64.17
SUMBA TENGAH,2021,1868.74,87630.0,1230398.45,0.346,61.8
SUMBA BARAT DAYA,2021,1480.46,305689.0,3887066.39,0.346,62.29
NAGEKEO,2021,1416.96,162463.0,2346339.22,0.346,65.82
MANGGARAI TIMUR,2021,2642.93,277914.0,3412906.17,0.346,61.37
SABU RAIJUA,2021,460.54,90837.0,1448629.29,0.346,57.03
MALAKA,2021,1160.63,185809.0,2929898.08,0.346,60.42
KOTA KUPANG,2021,180.27,452626.0,24410337.33,0.346,79.74
SAMBAS,2021,6394.7,637811.0,22293194.08,0.266,67.1
BENGKAYANG,2021,5396.3,290943.0,9318527.82,0.263,68.04
LANDAK,2021,8831.0,401103.0,11614172.69,0.31,66.21
MEMPAWAH,2021,2797.88,305673.0,9084515.84,0.283,66.03
SANGGAU,2021,12857.7,488527.0,21678774.37,0.33,66.2
KETAPANG,2021,31588.0,579927.0,30911315.92,0.261,67.43
SINTANG,2021,21638.0,423674.0,15749078.86,0.248,66.93
KAPUAS HULU,2021,29842.03,253740.0,11071935.29,0.278,65.75
SEKADAU,2021,6263.07,212878.0,7132689.94,0.28,64.93
MELAWI,2021,10640.8,231242.0,5626604.42,0.3,65.87
KAYONG UTARA,2021,4568.26,128550.0,4533991.24,0.294,62.9
KUBU RAYA,2021,8492.0,615125.0,31231417.06,0.297,68.16
KOTA PONTIANAK,2021,118.32,663713.0,40200359.04,0.337,79.93
KOTA SINGKAWANG,2021,504.0,237891.0,10877846.7,0.319,72.11
KOTAWARINGIN BARAT,2021,10759.0,272531.0,23708753.57,0.317,73.07
KOTAWARINGIN TIMUR,2021,16796.0,432283.0,29678169.54,0.325,71.38
KAPUAS,2021,14999.0,416181.0,18695936.39,0.312,69.63
BARITO SELATAN,2021,883.0,131606.0,6681133.27,0.286,70.54
BARITO UTARA,2021,83.0,157231.0,10565226.0,0.308,70.79
SUKAMARA,2021,3827.0,64941.0,4943668.71,0.29,68.27
LAMANDAU,2021,6414.0,100535.0,6566594.46,0.321,70.58
SERUYAN,2021,16404.0,164378.0,9890066.35,0.262,67.67
KATINGAN,2021,175.0,163099.0,9040860.54,0.23,68.89
PULANG PISAU,2021,8997.0,135336.0,5969695.94,0.262,68.53
GUNUNG MAS,2021,10805.0,138407.0,7173231.74,0.278,71.03
BARITO TIMUR,2021,3834.0,114243.0,7949947.24,0.297,71.47
MURUNG RAYA,2021,237.0,112445.0,8917593.23,0.308,68.12
KOTA PALANGKA RAYA,2021,2399.5,298954.0,19649166.94,0.362,80.82
TANAH LAUT,2021,3631.35,354340.0,15326244.74,0.232,69.87
KOTABARU,2021,9482.73,329483.0,26492463.18,0.306,69.13
BANJAR,2021,4668.0,572109.0,17934282.46,0.344,69.89
BARITO KUALA,2021,2996.46,316963.0,9174921.47,0.284,66.64
TAPIN,2021,2700.82,191801.0,9387409.72,0.289,70.31
HULU SUNGAI SELATAN,2021,1804.94,229960.0,7125712.36,0.275,69.21
HULU SUNGAI TENGAH,2021,1472.0,260754.0,7394016.1,0.331,69.05
HULU SUNGAI UTARA,2021,892.7,228831.0,5253448.85,0.378,66.12
TABALONG,2021,3766.97,256903.0,19934957.43,0.288,72.6
TANAH BUMBU,2021,5006.96,328146.0,22387305.27,0.281,71.0
BALANGAN,2021,1878.3,132213.0,12201610.56,0.277,69.11
KOTA BANJARMASIN,2021,72.0,662320.0,34596065.0,0.35,77.57
KOTA BANJAR BARU,2021,371.0,258753.0,10003080.05,0.361,79.26
PASER,2021,7730.88,277602.0,53887948.57,0.288,72.93
KUTAI BARAT,2021,20384.6,173982.0,32093136.01,0.317,72.07
KUTAI KARTANEGARA,2021,27263.1,733626.0,177416584.2,0.283,74.06
KUTAI TIMUR,2021,35747.5,449161.0,136617573.3,0.328,73.81
BERAU,2021,36962.37,252648.0,43036483.47,0.377,75.2
PENAJAM PASER UTARA,2021,3333.06,180657.0,10089643.12,0.263,72.01
MAHAKAM ULU,2021,15315.0,32969.0,2972865.58,0.27,67.95
KOTA BALIKPAPAN,2021,533.0,695287.0,111382197.7,0.325,80.71
KOTA SAMARINDA,2021,718.0,831460.0,71170547.8,0.322,80.76
KOTA BONTANG,2021,149.8,180843.0,57949626.32,0.34,80.59
MALINAU,2021,42620.7,83800.0,12858768.65,0.304,72.32
BULUNGAN,2021,13925.72,154500.0,20341959.1,0.338,71.8
TANA TIDUNG,2021,4828.58,26400.0,6673092.18,0.312,67.76
NUNUKAN,2021,13841.9,203200.0,29779871.6,0.261,66.46
KOTA TARAKAN,2021,250.8,245700.0,41858398.34,0.261,76.23
BOLAANG MONGONDOW,2021,5397.69,250478.0,8970178.47,0.36,68.16
MINAHASA,2021,1025.85,348673.0,18643140.67,0.387,75.73
KEPULAUAN SANGIHE,2021,736.98,139684.0,4791110.18,0.34,71.07
KEPULAUAN TALAUD,2021,1251.02,94983.0,2421876.51,0.328,69.83
MINAHASA SELATAN,2021,1456.46,238746.0,9581826.32,0.366,72.32
MINAHASA UTARA,2021,1059.24,226915.0,15699365.59,0.363,74.11
BOLAANG MONGONDOW UTARA,2021,1856.86,83743.0,2727972.97,0.328,67.39
SIAU TAGULANDANG BIARO,2021,275.96,72135.0,2626950.56,0.344,68.05
MINAHASA TENGGARA,2021,730.63,117079.0,5623625.04,0.357,71.06
BOLAANG MONGONDOW SELATAN,2021,1932.6,70529.0,2296392.54,0.329,65.42
BOLAANG MONGONDOW TIMUR,2021,910.18,89981.0,3246497.2,0.37,66.55
KOTA MANADO,2021,162.53,453182.0,39531000.8,0.346,79.2
KOTA BITUNG,2021,313.51,227177.0,18677629.81,0.324,74.2
KOTA TOMOHON,2021,147.21,100853.0,4586612.44,0.354,76.86
KOTA KOTAMOBAGU,2021,184.33,124473.0,4032377.5,0.346,73.47
BANGGAI KEPULAUAN,2021,2488.79,121680.0,4130115.22,0.279,65.61
BANGGAI,2021,9672.7,366220.0,30845705.5,0.277,70.6
MOROWALI,2021,5472.0,167910.0,98916807.42,0.297,72.29
POSO,2021,7112.25,248350.0,9932090.61,0.27,71.45
DONGGALA,2021,5275.69,302970.0,12558316.49,0.261,65.72
TOLI-TOLI,2021,4079.77,226800.0,8901213.79,0.349,66.3
BUOL,2021,4043.57,146630.0,6133097.36,0.321,68.25
PARIGI MOUTONG,2021,6231.85,443170.0,18438952.1,0.287,65.82
TOJO UNA-UNA,2021,5721.15,166340.0,5938990.44,0.247,64.74
SIGI,2021,5196.02,261680.0,9729697.88,0.291,68.49
BANGGAI LAUT,2021,725.67,70870.0,2525763.43,0.251,65.65
MOROWALI UTARA,2021,10004.28,122240.0,13102645.27,0.301,68.48
KOTA PALU,2021,395.06,377030.0,26170654.93,0.308,81.7
KEPULAUAN SELAYAR,2021,1357.03,137974.0,6835395.93,0.354,67.76
BULUKUMBA,2021,1154.58,440090.0,15868864.34,0.362,69.62
BANTAENG,2021,395.83,197886.0,10081398.85,0.332,68.99
JENEPONTO,2021,749.79,405508.0,11053253.56,0.353,64.56
TAKALAR,2021,566.51,302695.0,11126106.9,0.368,67.72
GOWA,2021,1883.33,773315.0,23536837.73,0.358,70.29
SINJAI,2021,819.96,261366.0,12297080.12,0.384,67.75
MAROS,2021,1619.12,396924.0,19005611.47,0.365,70.41
PANGKAJENE DAN KEPULAUAN,2021,898.29,348230.0,27574738.39,0.363,69.21
BARRU,2021,1174.72,185525.0,8057257.24,0.359,71.13
BONE,2021,4559.0,806750.0,39369964.17,0.383,66.4
SOPPENG,2021,1500.0,235574.0,12426781.61,0.406,68.99
WAJO,2021,2506.19,379396.0,22319744.48,0.361,69.62
SIDENRENG RAPPANG,2021,1102.1,323194.0,15250127.36,0.358,71.54
PINRANG,2021,1961.77,407371.0,21758576.93,0.367,71.45
ENREKANG,2021,1786.01,227520.0,8204106.07,0.362,72.91
LUWU,2021,2909.08,367454.0,17839990.46,0.375,70.85
TANA TORAJA,2021,2054.3,285179.0,8087091.55,0.378,69.49
LUWU UTARA,2021,7502.58,325052.0,14408381.08,0.341,70.02
LUWU TIMUR,2021,6944.88,300511.0,23614515.03,0.396,73.34
TORAJA UTARA,2021,1151.47,264145.0,10344298.97,0.372,69.75
KOTA MAKASAR,2021,175.77,1427619.0,190318065.3,0.4,82.66
KOTA PAREPARE,2021,99.33,152922.0,7826238.24,0.381,78.21
KOTA PALOPO,2021,247.52,187331.0,8714311.89,0.358,78.38
BUTON,2021,1648.04,116600.0,4036294.35,0.337,66.32
MUNA,2021,2057.69,218060.0,7365510.8,0.331,69.17
KONAWE,2021,6087.68,260290.0,11542294.53,0.33,71.48
KOLAKA,2021,3283.59,240100.0,27532648.08,0.383,73.56
KONAWE SELATAN,2021,4237.74,312920.0,12654684.64,0.366,68.58
BOMBANA,2021,3316.16,152860.0,6913334.35,0.361,66.25
WAKATOBI,2021,473.62,112760.0,4708750.5,0.335,69.87
KOLAKA UTARA,2021,3392.0,139890.0,9188014.05,0.356,69.5
BUTON UTARA,2021,1923.03,67200.0,3420716.92,0.37,68.08
KONAWE UTARA,2021,5101.76,69100.0,4262560.98,0.399,70.23
KOLAKA TIMUR,2021,3992.53,122170.0,4834045.14,0.32,67.76
KONAWE KEPULAUAN,2021,867.58,37610.0,1467816.51,0.324,65.73
MUNA BARAT,2021,1022.89,85900.0,2789510.16,0.332,65.48
BUTON TENGAH,2021,958.0,115800.0,2536097.61,0.314,64.55
BUTON SELATAN,2021,510.0,96320.0,2993971.15,0.324,64.99
KOTA KENDARI,2021,271.8,351060.0,23689814.51,0.362,84.15
KOTA BAUBAU,2021,295.07,161280.0,9627567.12,0.443,76.26
BOALEMO,2021,2567.36,147038.0,5732643.89,0.408,66.42
KAB GORONTALO,2021,2124.6,395635.0,13713963.08,0.408,67.34
POHUWATO,2021,4244.31,147689.0,7055541.65,0.408,65.8
BONE BOLANGO,2021,1984.31,164277.0,4875938.64,0.408,70.25
GORONTALO UTARA,2021,1777.02,126521.0,3592422.36,0.408,65.21
KOTA GORONTALO,2021,79.02,199788.0,8987562.53,0.408,77.41
MAJENE,2021,947.84,175790.0,5204281.25,0.356,67.29
POLEWALI MANDAR,2021,2022.3,483920.0,13803295.58,0.356,64.23
MAMASA,2021,3005.88,164800.0,3129993.12,0.356,66.63
MAMUJU,2021,4979.89,281850.0,12434742.35,0.356,68.32
MAMUJU UTARA / PASANGKAYU,2021,3043.75,193100.0,12390482.68,0.356,68.03
MAMUJU TENGAH,2021,3100.87,137380.0,3563482.38,0.356,66.18
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2021,4465.79,124075.0,2868143.99,0.26,62.97
MALUKU TENGGARA,2021,1031.81,122640.0,3431332.18,0.26,66.33
MALUKU TENGAH,2021,7953.81,424730.0,9099878.41,0.26,71.32
BURU,2021,4932.32,136393.0,2525974.46,0.26,69.33
KEPULAUAN ARU,2021,8152.42,102916.0,3669828.68,0.26,63.83
SERAM BAGIAN BARAT,2021,5033.38,214733.0,3173043.6,0.26,65.83
SERAM BAGIAN TIMUR,2021,6429.88,140271.0,3177711.08,0.26,64.3
MALUKU BARAT DAYA,2021,4581.06,82187.0,1737851.48,0.26,62.37
BURU SELATAN,2021,3780.56,76715.0,1483552.34,0.26,64.8
KOTA AMBON,2021,298.61,347644.0,15562668.88,0.26,81.23
KOTA TUAL,2021,254.39,90322.0,2623604.41,0.26,68.16
HALMAHERA BARAT,2021,1704.2,134632.0,2352693.91,0.275,65.56
HALMAHERA TENGAH,2021,2653.76,57799.0,9658075.15,0.265,65.82
KEPULAUAN SULA,2021,3304.32,105309.0,2597922.23,0.244,63.8
HALMAHERA SELATAN,2021,8148.9,251720.0,10925049.29,0.271,64.19
HALMAHERA UTARA,2021,3896.9,199950.0,6002947.32,0.274,67.82
HALMAHERA TIMUR,2021,6571.37,92985.0,3930413.94,0.258,67.0
PULAU MOROTAI,2021,2476.0,76112.0,1641983.99,0.294,62.9
PULAU TALIABU,2021,1469.93,58738.0,1709986.08,0.247,60.73
KOTA TERNATE,2021,111.39,205870.0,10974363.32,0.26,80.14
KOTA TIDORE KEPULAUAN,2021,1645.73,116156.0,3028404.56,0.249,70.99
FAKFAK,2021,14320.0,85817.0,5340478.25,0.347,68.52
KAIMANA,2021,16241.84,62957.0,2672399.36,0.413,65.31
TELUK WONDAMA,2021,3959.53,42609.0,1559346.28,0.391,60.33
TELUK BINTUNI,2021,20840.83,89418.0,31380552.91,0.366,64.65
MANOKWARI,2021,3186.28,194905.0,9834864.51,0.372,72.02
SORONG SELATAN,2021,6594.31,53167.0,1965129.27,0.425,62.46
SORONG,2021,6544.23,121963.0,11194701.56,0.392,65.77
RAJA AMPAT,2021,8034.44,65403.0,3434840.44,0.397,63.92
TAMBRAUW,2021,11529.18,31385.0,243689.75,0.482,53.71
MAYBRAT,2021,5461.69,43364.0,751293.99,0.388,59.7
MANOKWARI SELATAN,2021,2812.44,37149.0,859469.3,0.371,59.85
PEGUNUNGAN ARFAK,2021,2773.74,38936.0,242960.85,0.309,56.13
KOTA SORONG,2021,656.64,289767.0,15475713.35,0.326,78.49
MERAUKE,2021,44071.0,235373.0,16348481.81,0.385,70.49
JAYAWIJAYA,2021,13925.31,273776.0,8438720.65,0.344,58.67
JAYAPURA,2021,11157.15,168401.0,17024610.79,0.378,72.03
NABIRE,2021,11112.61,171361.0,12015163.23,0.334,69.15
KEPULAUAN YAPEN,2021,2050.0,114110.0,4472789.89,0.387,67.72
BIAK NUMFOR,2021,2602.0,135170.0,5500036.48,0.374,72.33
PANIAI,2021,6525.25,223402.0,4446534.78,0.224,56.7
PUNCAK JAYA,2021,5996.94,227790.0,1407071.97,0.368,48.99
MIMIKA,2021,21633.0,316302.0,95216352.2,0.349,74.48
BOVEN DIGOEL,2021,27108.0,66071.0,4952108.1,0.407,61.62
MAPPI,2021,24118.0,109974.0,3126986.82,0.384,58.7
ASMAT,2021,31983.69,111678.0,2694794.31,0.405,51.29
YAHUKIMO,2021,17152.0,354303.0,2626037.93,0.336,49.48
PEGUNUNGAN BINTANG,2021,15683.0,78432.0,2079566.63,0.344,46.28
TOLIKARA,2021,14564.0,240277.0,1715523.85,0.291,49.6
SARMI,2021,17742.0,41515.0,3117173.56,0.409,63.94
KEEROM,2021,8390.0,61623.0,3060427.35,0.393,66.49
WAROPEN,2021,10977.09,33943.0,2114268.75,0.405,65.1
SUPIORI,2021,678.32,22887.0,1087346.71,0.32,62.72
MAMBERAMO RAYA,2021,23813.91,38915.0,1835562.16,0.324,52.18
NDUGA,2021,12941.0,1078073.0,1345724.47,0.231,32.84
LANNY JAYA,2021,6077.4,198780.0,2020051.93,0.293,48.68
MAMBERAMO TENGAH,2021,3743.64,51134.0,1261727.85,0.32,48.32
YALIMO,2021,4330.29,103492.0,1354408.92,0.363,49.01
PUNCAK,2021,8055.0,115549.0,1513264.81,0.312,43.17
DOGIYAI,2021,4237.4,117902.0,1411759.29,0.306,55.0
INTAN JAYA,2021,3922.02,137006.0,1303463.47,0.248,48.34
DEIYAI,2021,537.39,100488.0,1490801.19,0.24,49.96
KOTA JAYAPURA,2021,935.92,40400.0,33138990.95,0.276,80.11
SIMEULUE,2022,1821.75,94876.0,2650278.35,0.279,67.27
ACEH SINGKIL,2022,1852.82,130787.0,2984474.56,0.296,69.62
ACEH SELATAN,2022,4175.38,237376.0,6426567.77,0.257,67.87
ACEH TENGGARA,2022,4179.12,228308.0,5813672.27,0.274,70.32
ACEH TIMUR,2022,5409.41,432849.0,13008657.84,0.283,68.72
ACEH TENGAH,2022,4468.42,222673.0,8827207.4,0.27,73.95
ACEH BARAT,2022,2782.87,202858.0,13346482.82,0.265,72.34
ACEH BESAR,2022,2891.48,41449.0,15381864.79,0.293,74.0
PIDIE,2022,3177.49,444505.0,12375223.06,0.223,71.2
BIREUEN,2022,1796.99,443874.0,15414461.17,0.275,73.16
ACEH UTARA,2022,2705.26,61464.0,28016455.64,0.275,70.22
ACEH BARAT DAYA,2022,1882.28,155046.0,4534355.7,0.24,67.41
GAYO LUES,2022,5541.29,103131.0,3067003.46,0.254,68.25
ACEH TAMIANG,2022,2187.66,301492.0,10329951.5,0.305,70.43
NAGAN RAYA,2022,3524.16,173393.0,11322456.81,0.236,70.1
ACEH JAYA,2022,3872.35,96028.0,3116831.18,0.299,70.36
BENER MERIAH,2022,1907.4,16869.0,5446973.0,0.257,73.9
PIDIE JAYA,2022,939.0,162771.0,3968178.81,0.231,74.34
BANDA ACEH,2022,56.77,257635.0,21556951.29,0.391,86.28
SABANG,2022,122.06,43208.0,1637267.99,0.298,76.85
LANGSA,2022,224.24,19263.0,6246284.71,0.368,77.82
LHOKSEUMAWE,2022,132.97,191396.0,10264425.37,0.348,78.04
SUBULUSSALAM,2022,1183.6,95199.0,2329706.99,0.33,66.2
NIAS,2022,902.4,149249.0,4536220.11,0.275,63.69
MANDAILING NATAL,2022,6547.26,484874.0,16403528.68,0.244,68.05
TAPANULI SELATAN,2022,4201.04,307312.0,17051888.23,0.209,70.92
TAPANULI TENGAH,2022,2307.68,374734.0,11635299.59,0.233,70.31
TAPANULI UTARA,2022,3895.6,318424.0,9645635.46,0.242,74.14
TOBA SAMOSIR / TOBA,2022,2291.62,212133.0,8943890.63,0.305,75.96
LABUHAN BATU,2022,2772.38,508024.0,41809008.33,0.278,72.92
ASAHAN,2022,3737.83,787681.0,46575316.1,0.255,71.13
SIMALUNGUN,2022,4601.48,1021615.0,47285889.85,0.262,73.77
DAIRI,2022,2083.6,31546.0,10716944.44,0.221,72.56
KARO,2022,2206.88,414429.0,23975567.23,0.236,75.36
DELI SERDANG,2022,2581.23,1953986.0,127546550.2,0.27,76.19
LANGKAT,2022,6140.04,1039926.0,51412765.01,0.26,71.86
NIAS SELATAN,2022,2531.7,373674.0,8014503.79,0.223,63.17
HUMBANG HASUNDUTAN,2022,2351.51,202299.0,6919485.07,0.258,70.32
PAKPAK BHARAT,2022,1365.61,54609.0,1393579.46,0.274,68.85
SAMOSIR,2022,1850.04,139337.0,5166248.69,0.298,71.67
SERDANG BEDAGAI,2022,1949.18,667998.0,33517985.47,0.24,71.21
BATU BARA,2022,888.14,416367.0,40866716.26,0.243,69.51
PADANG LAWAS UTARA,2022,3945.56,267275.0,14375296.01,0.245,70.93
PADANG LAWAS,2022,3914.41,267275.0,14586764.41,0.227,69.58
LABUHAN BATU SELATAN,2022,3079.61,320324.0,34154815.34,0.247,72.16
LABUHAN BATU UTARA,2022,3686.01,390954.0,30282498.06,0.276,72.77
NIAS UTARA,2022,1238.06,15078.0,4172936.92,0.239,63.75
NIAS BARAT,2022,464.22,91346.0,2172217.97,0.21,62.93
KOTA SIBOLGA,2022,11.47,90366.0,6340366.47,0.346,74.74
KOTA TANJUNG BALAI,2022,60.07,179748.0,10466142.84,0.245,69.86
KOTA PEMATANG SIANTAR,2022,75.92,274056.0,15208308.14,0.321,79.7
KOTA TEBING TINGGI,2022,39.17,177785.0,6931266.73,0.334,76.17
KOTA MEDAN,2022,279.29,2494512.0,280159036.1,0.399,81.76
KOTA BINJAI,2022,93.77,300009.0,13315953.42,0.302,76.95
KOTA PADANGSIDIMPUAN,2022,159.3,231062.0,7384955.08,0.275,76.05
KOTA GUNUNGSITOLI,2022,208.68,137583.0,6476828.86,0.303,70.23
KEPULAUAN MENTAWAI,2022,5983.22,89401.0,5445468.0,0.233,62.19
PESISIR SELATAN,2022,6045.65,516518.0,16601341.83,0.246,70.84
SOLOK,2022,3590.4,397829.0,15781140.16,0.243,70.02
SIJUNJUNG,2022,3150.58,240317.0,10668551.27,0.243,68.69
TANAH DATAR,2022,1377.19,376276.0,15055228.13,0.251,73.29
PADANG PARIAMAN,2022,1342.27,436129.0,22193365.04,0.245,71.63
AGAM,2022,2226.27,540905.0,23827651.5,0.298,73.29
LIMA PULUH KOTA,2022,3273.41,388375.0,17900761.78,0.208,70.28
PASAMAN,2022,3902.44,307425.0,10390577.65,0.23,67.41
SOLOK SELATAN,2022,3282.14,188649.0,6429236.43,0.253,69.71
DHARMASRAYA,2022,2920.93,234713.0,12233469.96,0.287,72.3
PASAMAN BARAT,2022,3852.99,442479.0,17889125.53,0.277,69.57
KOTA PADANG,2022,694.38,919145.0,72961651.23,0.354,83.29
KOTA SOLOK,2022,58.72,75850.0,4793153.11,0.288,79.23
KOTA SAWAH LUNTO,2022,231.95,66413.0,4389916.49,0.314,73.73
KOTA PADANG PANJANG,2022,23.56,57850.0,4086546.1,0.296,78.78
KOTA BUKITTINGGI,2022,24.17,122311.0,10194020.58,0.317,81.42
KOTA PAYAKUMBUH,2022,74.55,143325.0,8250302.95,0.311,79.53
KOTA PARIAMAN,2022,64.77,96719.0,5881852.94,0.272,77.65
KUANTAN SINGINGI,2022,5457.86,34585.0,44994478.72,0.326,71.09
INDRAGIRI HULU,2022,7871.85,464076.0,54453881.83,0.326,70.46
INDRAGIRI HILIR,2022,13521.26,660747.0,83422590.4,0.326,67.37
PELALAWAN,2022,13262.11,410988.0,65569242.36,0.326,72.93
SIAK,2022,7805.54,47755.0,107025755.6,0.326,74.5
KAMPAR,2022,10352.8,87821.0,103887885.4,0.326,73.84
ROKAN HULU,2022,7658.15,582679.0,49614314.49,0.326,70.31
BENGKALIS,2022,8616.36,582973.0,176013376.6,0.326,74.38
ROKAN HILIR,2022,9068.46,658407.0,96066418.28,0.326,70.1
KEPULAUAN MERANTI,2022,3623.56,213532.0,24899424.54,0.326,66.52
KOTA PEKANBARU,2022,638.33,1007540.0,144583265.9,0.326,82.06
KOTA DUMAI,2022,2059.61,331832.0,45056372.09,0.326,75.26
KERINCI,2022,3445.2,253900.0,12225697.77,0.28,71.99
MERANGIN,2022,7540.12,357600.0,20284059.99,0.35,69.98
SAROLANGUN,2022,5935.89,298100.0,20772095.19,0.3,70.89
BATANG HARI,2022,5387.52,313200.0,24304974.23,0.29,70.51
MUARO JAMBI,2022,5225.8,412800.0,32968476.22,0.27,70.18
TANJUNG JABUNG TIMUR,2022,4546.62,234200.0,25606191.59,0.27,65.77
TANJUNG JABUNG BARAT,2022,5546.06,324500.0,50081468.28,0.26,68.79
TEBO,2022,6103.74,344800.0,19702194.42,0.3,69.78
BUNGO,2022,4760.83,373300.0,24926313.98,0.32,70.55
KOTA JAMBI,2022,169.89,619600.0,36141956.24,0.36,79.58
KOTA SUNGAI PENUH,2022,364.92,99200.0,8680233.97,0.29,76.17
OGAN KOMERING ULU,2022,3774.5,375538.0,17613748.14,0.347,70.24
OGAN KOMERING ILIR,2022,17071.33,77669.0,34459322.71,0.293,68.02
MUARA ENIM,2022,6763.91,624019.0,113167464.8,0.32,69.43
LAHAT,2022,4333.07,441174.0,26750478.95,0.335,68.4
MUSI RAWAS,2022,6122.59,402674.0,22342116.54,0.328,67.78
MUSI BANYUASIN,2022,14550.79,633124.0,82736539.85,0.339,68.6
BANYU ASIN,2022,12262.76,852576.0,34442765.67,0.283,67.93
OGAN KOMERING ULU SELATAN,2022,4369.25,426687.0,10343498.04,0.285,65.87
OGAN KOMERING ULU TIMUR,2022,3412.72,656857.0,17862842.01,0.327,70.23
OGAN ILIR,2022,2302.86,422907.0,13261642.83,0.285,67.96
EMPAT LAWANG,2022,2234.1,357673.0,5837967.01,0.333,66.0
PENUKAL ABAB LEMATANG ILIR,2022,1842.56,200368.0,8194744.93,0.318,65.75
MUSI RAWAS UTARA,2022,5937.8,192369.0,8548814.1,0.287,65.74
KOTA PALEMBANG,2022,352.51,1707996.0,179199804.7,0.347,79.47
KOTA PRABUMULIH,2022,447.31,199047.0,9208497.28,0.37,75.52
KOTA PAGAR ALAM,2022,625.91,147071.0,3258978.46,0.293,69.6
KOTA LUBUKLINGGAU,2022,367.73,240238.0,7687846.55,0.366,75.53
BENGKULU SELATAN,2022,1219.22,170090.0,6712801.42,0.3,71.42
REJANG LEBONG,2022,1559.42,281280.0,10992823.83,0.3,71.45
BENGKULU UTARA,2022,4481.99,302830.0,12318650.39,0.28,69.77
KAUR,2022,2608.56,129660.0,4226602.61,0.28,67.77
SELUMA,2022,2432.16,213760.0,5436499.7,0.29,67.76
MUKOMUKO,2022,4138.68,196570.0,6217187.99,0.26,69.12
LEBONG,2022,1666.62,107250.0,3888916.74,0.27,68.12
KEPAHIANG,2022,738.97,154000.0,5160762.18,0.3,69.09
BENGKULU TENGAH,2022,1132.38,119810.0,6544556.08,0.24,68.47
KOTA BENGKULU,2022,150.35,384840.0,28090428.96,0.37,80.99
LAMPUNG BARAT,2022,2107.99,303397.0,8281933.94,0.284,68.39
TANGGAMUS,2022,2947.59,652898.0,18123759.42,0.261,67.22
LAMPUNG SELATAN,2022,2227.38,1081115.0,51707274.27,0.26,69.0
LAMPUNG TIMUR,2022,3860.92,1127946.0,49800664.74,0.283,70.58
LAMPUNG TENGAH,2022,4559.57,1500022.0,82454637.32,0.299,70.8
LAMPUNG UTARA,2022,2669.3,635129.0,27006930.94,0.284,68.33
WAY KANAN,2022,3522.11,481036.0,16152949.21,0.283,68.04
TULANGBAWANG,2022,3116.06,431208.0,25998560.09,0.287,69.53
PESAWARAN,2022,1288.08,487153.0,18687390.86,0.251,66.7
PRINGSEWU,2022,617.19,408415.0,12852318.86,0.272,70.98
MESUJI,2022,2200.41,232685.0,11973939.56,0.28,64.94
TULANG BAWANG BARAT,2022,1257.09,289620.0,13233014.81,0.261,67.13
PESISIR BARAT,2022,2939.6,164816.0,5349436.15,0.29,65.14
KOTA BANDAR LAMPUNG,2022,183.75,1209937.0,67940869.72,0.369,78.01
KOTA METRO,2022,73.21,171169.0,7224646.91,0.299,77.89
BANGKA,2022,3016.85,334344.0,17958776.52,0.236,72.95
BELITUNG,2022,2270.71,186331.0,12322373.86,0.236,73.38
BANGKA BARAT,2022,2851.41,209413.0,16759677.74,0.236,70.12
BANGKA TENGAH,2022,2259.98,205510.0,10524128.79,0.236,71.4
BANGKA SELATAN,2022,3598.24,202263.0,10692535.24,0.236,67.95
BELITUNG TIMUR,2022,2588.4,130463.0,9785767.95,0.236,72.29
